sheet,row,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
API 용도·화면·위젯 맵,110,resources,POST,/api/resources,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,111,resources,DELETE,/api/resources/{resourceId},"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,112,resources,GET,/api/resources/{resourceId},"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,113,resources,PATCH,/api/resources/{resourceId},"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,114,resources,GET,/api/resources/{resourceId}/ai-document,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,115,resources,GET,/api/resources/{resourceId}/comments,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,116,resources,POST,/api/resources/{resourceId}/comments,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,117,resources,GET,/api/resources/{resourceId}/download-url,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,118,resources,GET,/api/resources/{resourceId}/related,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,119,resources,GET,/api/resources/{resourceId}/summary,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,120,resources,GET,/api/resources/{resourceId}/versions,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,121,resources,POST,/api/resources/{resourceId}/versions,"개인/룸 자료 목록, 업로드, 상세, 다운로드, 댓글, 버전, AI 분석",자료보드,"/app/resources, /app/project-rooms/{roomId}/resources, 자료 버블",resourcesApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,122,schedules,GET,/api/schedules,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,123,schedules,POST,/api/schedules,"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,124,schedules,DELETE,/api/schedules/{scheduleId},"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,125,schedules,PATCH,/api/schedules/{scheduleId},"일정 CRUD, 룸 이벤트 스트림, Google Calendar 연결/동기화",일정/Google Calendar,"/app/calendar, /app/project-rooms/{roomId}, 일정 버블",calendarApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,126,storage,GET,/api/storage/usage,개인/룸 저장소 사용량 조회,공통 설정/알림,"/app/settings, 상단바, 알림 버블",settingsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,127,tasks,GET,/api/tasks,개인/룸 할 일과 대시보드 업무 요약,대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",todoApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,128,tasks,POST,/api/tasks,개인/룸 할 일과 대시보드 업무 요약,대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",todoApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,129,tasks,DELETE,/api/tasks/{taskId},개인/룸 할 일과 대시보드 업무 요약,대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",todoApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,130,tasks,PATCH,/api/tasks/{taskId},개인/룸 할 일과 대시보드 업무 요약,대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",todoApi,화면연결,백엔드 구현,칸반 드래그/상태 버튼에서 PATCH /api/tasks/{taskId} 호출. 화면 검증 완료,,
API 용도·화면·위젯 맵,131,time-logs,POST,/api/time-logs/start,"타이머 시작, 일시정지, 재개, 정지, heartbeat",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",timerApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,132,time-logs,PATCH,/api/time-logs/{timeLogId}/heartbeat,"타이머 시작, 일시정지, 재개, 정지, heartbeat",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",timerApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,133,time-logs,PATCH,/api/time-logs/{timeLogId}/pause,"타이머 시작, 일시정지, 재개, 정지, heartbeat",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",timerApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,134,time-logs,PATCH,/api/time-logs/{timeLogId}/resume,"타이머 시작, 일시정지, 재개, 정지, heartbeat",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",timerApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,135,time-logs,PATCH,/api/time-logs/{timeLogId}/stop,"타이머 시작, 일시정지, 재개, 정지, heartbeat",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",timerApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,136,voice,GET,/api/voice/rooms/{id},"프로젝트룸 보이스 룸, LiveKit 토큰, 마이크/퇴장/종료",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",voiceApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,137,voice,PATCH,/api/voice/rooms/{id}/end,"프로젝트룸 보이스 룸, LiveKit 토큰, 마이크/퇴장/종료",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",voiceApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,138,voice,PATCH,/api/voice/rooms/{id}/leave,"프로젝트룸 보이스 룸, LiveKit 토큰, 마이크/퇴장/종료",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",voiceApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,139,voice,PATCH,/api/voice/rooms/{id}/mic,"프로젝트룸 보이스 룸, LiveKit 토큰, 마이크/퇴장/종료",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",voiceApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,140,voice,POST,/api/voice/rooms/{id}/token,"프로젝트룸 보이스 룸, LiveKit 토큰, 마이크/퇴장/종료",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",voiceApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,141,voice,POST,/api/voice/webhook/livekit,"프로젝트룸 보이스 룸, LiveKit 토큰, 마이크/퇴장/종료",소통/친구/보이스,"/app/chat, /app/desktop/communication, 대화/알림 버블",voiceApi,백엔드전용,백엔드 구현,외부 webhook 수신용. 프론트 호출 대상 아님,,
API 용도·화면·위젯 맵,142,wbs-items,DELETE,/api/wbs-items/{wbsItemId},"WBS 보드와 작업 항목 생성, 수정, 재정렬, 삭제",대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",wbsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,143,wbs-items,PATCH,/api/wbs-items/{wbsItemId},"WBS 보드와 작업 항목 생성, 수정, 재정렬, 삭제",대시보드·작업판,"/app, /app/project-rooms/{roomId}/work, TODO/타이머 버블",wbsApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,144,widget,GET,/api/widget/context,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,145,widget,PATCH,/api/widget/context,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,146,widget,PATCH,/api/widget/items/{id}/state,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,API어댑터,백엔드 구현,프론트 래퍼는 준비됐고 화면 소비/실계정 검증은 후속,,
API 용도·화면·위젯 맵,147,widget,GET,/api/widget/settings,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,148,widget,PATCH,/api/widget/settings,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,149,widget,GET,/api/widget/summary,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,150,widget,POST,/api/widget/usage-summaries,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
API 용도·화면·위젯 맵,151,widget,GET,/api/widget/usage-summaries/today,"버블 위젯 summary, context, 설정, 사용량 rollup, item state",Tauri/버블/로컬 런타임,"/app/desktop/widgets, /desktop-widget, /app/settings, Tauri local",widgetApi,화면연결,백엔드 구현,현재 화면에서 실제 API 우선 사용,,
